0.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000258 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.549676 1.000000 1.000000 0.000000 1.000000 0.000000 0.000000 0.000000
1.112175 1.000000 1.000000 0.000000 2.000000 0.000000 0.000000 0.000000
1.127159 1.000000 1.000000 0.000000 3.000000 0.000000 0.000000 0.000000
1.319692 1.000000 1.000000 0.000000 2.000000 0.000000 0.000000 0.000000
1.414351 1.000000 1.000000 0.000000 3.000000 0.000000 0.000000 0.000000
1.774714 1.000000 1.000000 0.000000 2.000000 0.000000 0.000000 0.000000
2.000423 1.000000 2.000000 0.000000 2.000000 0.000000 0.000000 0.000000
2.177406 1.000000 2.000000 0.000000 3.000000 0.000000 0.000000 0.000000
2.512200 1.000000 3.000000 0.000000 3.000000 0.000000 0.000000 0.000000
3.114863 1.000000 3.000000 0.000000 4.000000 0.000000 0.000000 0.000000
3.383573 1.000000 3.000000 0.000000 3.000000 0.000000 0.000000 0.000000
3.477512 1.000000 3.000000 0.000000 2.000000 0.000000 0.000000 0.000000
3.551534 1.000000 3.000000 0.000000 3.000000 0.000000 0.000000 0.000000
3.651309 1.000000 3.000000 1.000000 3.000000 0.000000 0.000000 1.000000
3.789135 1.000000 3.000000 2.000000 3.000000 0.000000 0.000000 2.000000
4.022744 1.000000 3.000000 1.000000 2.000000 1.000000 0.000000 2.000000
4.032315 0.000000 3.000000 1.000000 2.000000 0.000000 1.000000 1.000000
4.077133 0.000000 3.000000 1.000000 3.000000 0.000000 1.000000 1.000000
4.117691 0.000000 3.000000 1.000000 4.000000 0.000000 1.000000 1.000000
4.319871 0.000000 3.000000 0.000000 3.000000 1.000000 1.000000 1.000000
4.550263 0.000000 3.000000 0.000000 4.000000 1.000000 1.000000 1.000000
4.899535 0.000000 3.000000 0.000000 5.000000 1.000000 1.000000 1.000000
4.980751 0.000000 3.000000 0.000000 6.000000 1.000000 1.000000 1.000000
5.140145 0.000000 3.000000 0.000000 5.000000 1.000000 1.000000 1.000000
5.339914 0.000000 3.000000 0.000000 6.000000 1.000000 1.000000 1.000000
5.593915 0.000000 3.000000 0.000000 7.000000 1.000000 1.000000 1.000000
5.640735 0.000000 3.000000 0.000000 8.000000 1.000000 1.000000 1.000000
5.739187 0.000000 3.000000 1.000000 8.000000 1.000000 1.000000 2.000000
5.810607 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
5.998826 0.000000 3.000000 1.000000 8.000000 1.000000 1.000000 2.000000
6.017188 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
6.219349 0.000000 3.000000 1.000000 8.000000 1.000000 1.000000 2.000000
6.247836 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
6.287577 0.000000 3.000000 1.000000 8.000000 1.000000 1.000000 2.000000
6.434869 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
6.695005 0.000000 3.000000 1.000000 8.000000 1.000000 1.000000 2.000000
6.740606 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
6.768441 1.000000 3.000000 0.000000 7.000000 3.000000 0.000000 3.000000
6.768673 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
6.789177 0.000000 3.000000 0.000000 8.000000 2.000000 1.000000 2.000000
6.820825 0.000000 3.000000 0.000000 7.000000 2.000000 1.000000 2.000000
6.924673 1.000000 3.000000 0.000000 7.000000 3.000000 0.000000 3.000000
6.937126 1.000000 3.000000 0.000000 8.000000 3.000000 0.000000 3.000000
6.942858 0.000000 3.000000 0.000000 8.000000 2.000000 1.000000 2.000000
7.017308 0.000000 2.000000 0.000000 8.000000 2.000000 1.000000 2.000000
7.257871 0.000000 2.000000 1.000000 8.000000 2.000000 1.000000 3.000000
7.330639 0.000000 2.000000 1.000000 9.000000 2.000000 1.000000 3.000000
